"Step","linear-increase - loss_prd","linear-increase - loss_prd__MIN","linear-increase - loss_prd__MAX","cosine-increase - loss_prd","cosine-increase - loss_prd__MIN","cosine-increase - loss_prd__MAX","cosine-decrease - loss_prd","cosine-decrease - loss_prd__MIN","cosine-decrease - loss_prd__MAX","2-flat - loss_prd","2-flat - loss_prd__MIN","2-flat - loss_prd__MAX","25-flat - loss_prd","25-flat - loss_prd__MIN","25-flat - loss_prd__MAX","20-flat - loss_prd","20-flat - loss_prd__MIN","20-flat - loss_prd__MAX","40-flat - loss_prd","40-flat - loss_prd__MIN","40-flat - loss_prd__MAX","15-flat - loss_prd","15-flat - loss_prd__MIN","15-flat - loss_prd__MAX","30-flat - loss_prd","30-flat - loss_prd__MIN","30-flat - loss_prd__MAX","35-flat - loss_prd","35-flat - loss_prd__MIN","35-flat - loss_prd__MAX"
"0","0.27766883293849254","0.27766883293849254","0.27766883293849254","0.2889248248836637","0.2889248248836637","0.2889248248836637","0.2887234260818658","0.2887234260818658","0.2887234260818658","0.2889248248836637","0.2889248248836637","0.2889248248836637","0.28144786998501603","0.28144786998501603","0.28144786998501603","0.28148421795526873","0.28148421795526873","0.28148421795526873","0.28371570980218985","0.28371570980218985","0.28371570980218985","0.2851715284357032","0.2851715284357032","0.2851715284357032","0.2846575734909368","0.2846575734909368","0.2846575734909368","0.28311740973509336","0.28311740973509336","0.28311740973509336"
"1","0.27361378787540414","0.27361378787540414","0.27361378787540414","0.27832244912105547","0.27832244912105547","0.27832244912105547","0.27842553338846404","0.27842553338846404","0.27842553338846404","0.2780477037184111","0.2780477037184111","0.2780477037184111","0.27501533334392286","0.27501533334392286","0.27501533334392286","0.27524605764161425","0.27524605764161425","0.27524605764161425","0.2726071975300558","0.2726071975300558","0.2726071975300558","0.2730238392295046","0.2730238392295046","0.2730238392295046","0.27274753240057986","0.27274753240057986","0.27274753240057986","0.2689643431675286","0.2689643431675286","0.2689643431675286"
"2","0.26928893161283535","0.26928893161283535","0.26928893161283535","0.26381743616488484","0.26381743616488484","0.26381743616488484","0.26401264458283324","0.26401264458283324","0.26401264458283324","0.2638864103022195","0.2638864103022195","0.2638864103022195","0.2740246560993313","0.2740246560993313","0.2740246560993313","0.27392037815009135","0.27392037815009135","0.27392037815009135","0.26604874533394934","0.26604874533394934","0.26604874533394934","0.27127801606303636","0.27127801606303636","0.27127801606303636","0.27081845047393144","0.27081845047393144","0.27081845047393144","0.2801500019183709","0.2801500019183709","0.2801500019183709"
"3","0.2550403581398987","0.2550403581398987","0.2550403581398987","0.26369087133229574","0.26369087133229574","0.26369087133229574","0.26352927972072065","0.26352927972072065","0.26352927972072065","0.2636178299599818","0.2636178299599818","0.2636178299599818","0.26279758917565904","0.26279758917565904","0.26279758917565904","0.2628061618719904","0.2628061618719904","0.2628061618719904","0.27148348419351204","0.27148348419351204","0.27148348419351204","0.2694889416470271","0.2694889416470271","0.2694889416470271","0.2694688031577882","0.2694688031577882","0.2694688031577882","0.2632761662470475","0.2632761662470475","0.2632761662470475"
"4","0.24972985096218933","0.24972985096218933","0.24972985096218933","0.25811722709349433","0.25811722709349433","0.25811722709349433","0.25770976774053267","0.25770976774053267","0.25770976774053267","0.2582379682096191","0.2582379682096191","0.2582379682096191","0.2529979345161212","0.2529979345161212","0.2529979345161212","0.253418666399475","0.253418666399475","0.253418666399475","0.2607380218860757","0.2607380218860757","0.2607380218860757","0.2622538465288475","0.2622538465288475","0.2622538465288475","0.26228297370635256","0.26228297370635256","0.26228297370635256","0.25076581629789396","0.25076581629789396","0.25076581629789396"
"5","0.2494828124950064","0.2494828124950064","0.2494828124950064","0.25351965765802914","0.25351965765802914","0.25351965765802914","0.2535735844307444","0.2535735844307444","0.2535735844307444","0.25384885963152043","0.25384885963152043","0.25384885963152043","0.25015463376282676","0.25015463376282676","0.25015463376282676","0.24999368159839783","0.24999368159839783","0.24999368159839783","0.2543481820021251","0.2543481820021251","0.2543481820021251","0.2562955950479244","0.2562955950479244","0.2562955950479244","0.2560613274304125","0.2560613274304125","0.2560613274304125","0.2529394557336985","0.2529394557336985","0.2529394557336985"
"6","0.2451050688889418","0.2451050688889418","0.2451050688889418","0.2456472989505882","0.2456472989505882","0.2456472989505882","0.2453490052734793","0.2453490052734793","0.2453490052734793","0.24523446540070967","0.24523446540070967","0.24523446540070967","0.24311301688386397","0.24311301688386397","0.24311301688386397","0.243350290871076","0.243350290871076","0.243350290871076","0.26433788630258265","0.26433788630258265","0.26433788630258265","0.2587923433681424","0.2587923433681424","0.2587923433681424","0.258410053036197","0.258410053036197","0.258410053036197","0.2527705465962414","0.2527705465962414","0.2527705465962414"
"7","0.2413848566403257","0.2413848566403257","0.2413848566403257","0.24731531016926728","0.24731531016926728","0.24731531016926728","0.24768769105484012","0.24768769105484012","0.24768769105484012","0.24755306601993568","0.24755306601993568","0.24755306601993568","0.24795877876983002","0.24795877876983002","0.24795877876983002","0.24835486013001498","0.24835486013001498","0.24835486013001498","0.2532009046937104","0.2532009046937104","0.2532009046937104","0.2480116141320185","0.2480116141320185","0.2480116141320185","0.24797458820869678","0.24797458820869678","0.24797458820869678","0.2525911109223393","0.2525911109223393","0.2525911109223393"
"8","0.23520521057968719","0.23520521057968719","0.23520521057968719","0.24030583265827585","0.24030583265827585","0.24030583265827585","0.24035147447423397","0.24035147447423397","0.24035147447423397","0.24017439682733352","0.24017439682733352","0.24017439682733352","0.2512831727810602","0.2512831727810602","0.2512831727810602","0.25229188188455487","0.25229188188455487","0.25229188188455487","0.24867268747344384","0.24867268747344384","0.24867268747344384","0.2395756993663163","0.2395756993663163","0.2395756993663163","0.23995008586927224","0.23995008586927224","0.23995008586927224","0.2471448299794934","0.2471448299794934","0.2471448299794934"
"9","0.23250273870417976","0.23250273870417976","0.23250273870417976","0.24669060761549774","0.24669060761549774","0.24669060761549774","0.2457962968095227","0.2457962968095227","0.2457962968095227","0.2462331351916526","0.2462331351916526","0.2462331351916526","0.2305593779310584","0.2305593779310584","0.2305593779310584","0.231515598223893","0.231515598223893","0.231515598223893","0.23175007189474717","0.23175007189474717","0.23175007189474717","0.24452413285136906","0.24452413285136906","0.24452413285136906","0.2440345862681288","0.2440345862681288","0.2440345862681288","0.24694032263622143","0.24694032263622143","0.24694032263622143"
"10","0.23167308997042932","0.23167308997042932","0.23167308997042932","0.24362083229428258","0.24362083229428258","0.24362083229428258","0.24271438064281153","0.24271438064281153","0.24271438064281153","0.24270996870473027","0.24270996870473027","0.24270996870473027","0.2219423833054327","0.2219423833054327","0.2219423833054327","0.2242288264652131","0.2242288264652131","0.2242288264652131","0.22758315161282894","0.22758315161282894","0.22758315161282894","0.23900181110166296","0.23900181110166296","0.23900181110166296","0.23812696143615109","0.23812696143615109","0.23812696143615109","0.24704336592899137","0.24704336592899137","0.24704336592899137"
"11","0.22879900054060606","0.22879900054060606","0.22879900054060606","0.2322309276529851","0.2322309276529851","0.2322309276529851","0.23139117122450062","0.23139117122450062","0.23139117122450062","0.231035178175324","0.231035178175324","0.231035178175324","0.2361493683704495","0.2361493683704495","0.2361493683704495","0.23661507119403313","0.23661507119403313","0.23661507119403313","0.23510578939804935","0.23510578939804935","0.23510578939804935","0.2320670425564847","0.2320670425564847","0.2320670425564847","0.23220307079236244","0.23220307079236244","0.23220307079236244","0.23729774483145422","0.23729774483145422","0.23729774483145422"
"12","0.2216826414845827","0.2216826414845827","0.2216826414845827","0.23203609527252217","0.23203609527252217","0.23203609527252217","0.23174871215312423","0.23174871215312423","0.23174871215312423","0.23217126839431643","0.23217126839431643","0.23217126839431643","0.23424013332954344","0.23424013332954344","0.23424013332954344","0.23540259020772714","0.23540259020772714","0.23540259020772714","0.2337038491475787","0.2337038491475787","0.2337038491475787","0.22300671278818987","0.22300671278818987","0.22300671278818987","0.22376998197927161","0.22376998197927161","0.22376998197927161","0.23479500490788172","0.23479500490788172","0.23479500490788172"
"13","0.21992202371301997","0.21992202371301997","0.21992202371301997","0.22957201063533433","0.22957201063533433","0.22957201063533433","0.22978281434838668","0.22978281434838668","0.22978281434838668","0.22994478728323606","0.22994478728323606","0.22994478728323606","0.22796844820783452","0.22796844820783452","0.22796844820783452","0.2281656099789072","0.2281656099789072","0.2281656099789072","0.220656982544838","0.220656982544838","0.220656982544838","0.23134213792629368","0.23134213792629368","0.23134213792629368","0.23128391814041344","0.23128391814041344","0.23128391814041344","0.2293582108859968","0.2293582108859968","0.2293582108859968"
"14","0.22374215733245698","0.22374215733245698","0.22374215733245698","0.22592707931327113","0.22592707931327113","0.22592707931327113","0.22467303604157712","0.22467303604157712","0.22467303604157712","0.22507810760787084","0.22507810760787084","0.22507810760787084","0.2295290934177869","0.2295290934177869","0.2295290934177869","0.22954523706638064","0.22954523706638064","0.22954523706638064","0.23630592192501854","0.23630592192501854","0.23630592192501854","0.2204259820104726","0.2204259820104726","0.2204259820104726","0.22082519102201775","0.22082519102201775","0.22082519102201775","0.2249327636935272","0.2249327636935272","0.2249327636935272"
"15","0.2145845050873761","0.2145845050873761","0.2145845050873761","0.21706950534419475","0.21706950534419475","0.21706950534419475","0.21590890072087068","0.21590890072087068","0.21590890072087068","0.22593837898963962","0.22593837898963962","0.22593837898963962","0.21248088247775462","0.21248088247775462","0.21248088247775462","0.21344433869199672","0.21344433869199672","0.21344433869199672","0.224185821923733","0.224185821923733","0.224185821923733","0.21529652444532013","0.21529652444532013","0.21529652444532013","0.21509756414816922","0.21509756414816922","0.21509756414816922","0.21931633611657578","0.21931633611657578","0.21931633611657578"
"16","0.2086316856861342","0.2086316856861342","0.2086316856861342","0.21494308858932146","0.21494308858932146","0.21494308858932146","0.21564021516406467","0.21564021516406467","0.21564021516406467","0.22063318501006215","0.22063318501006215","0.22063318501006215","0.21625383080601807","0.21625383080601807","0.21625383080601807","0.21643846623869684","0.21643846623869684","0.21643846623869684","0.21483020068906988","0.21483020068906988","0.21483020068906988","0.22343841346890758","0.22343841346890758","0.22343841346890758","0.22305685718266563","0.22305685718266563","0.22305685718266563","0.22061183353004452","0.22061183353004452","0.22061183353004452"
"17","0.21071251675500782","0.21071251675500782","0.21071251675500782","0.21233427232017613","0.21233427232017613","0.21233427232017613","0.21314077855635236","0.21314077855635236","0.21314077855635236","0.21631818370296413","0.21631818370296413","0.21631818370296413","0.2248730270746555","0.2248730270746555","0.2248730270746555","0.22500063261756573","0.22500063261756573","0.22500063261756573","0.21598205443130422","0.21598205443130422","0.21598205443130422","0.22473995281625112","0.22473995281625112","0.22473995281625112","0.2242921180063361","0.2242921180063361","0.2242921180063361","0.219461515961741","0.219461515961741","0.219461515961741"
"18","0.20325133543290938","0.20325133543290938","0.20325133543290938","0.2093137220500876","0.2093137220500876","0.2093137220500876","0.20841753936394025","0.20841753936394025","0.20841753936394025","0.2188250066122424","0.2188250066122424","0.2188250066122424","0.2144749202758415","0.2144749202758415","0.2144749202758415","0.2153350924077721","0.2153350924077721","0.2153350924077721","0.20719902932587017","0.20719902932587017","0.20719902932587017","0.20944944218526246","0.20944944218526246","0.20944944218526246","0.2087452576090475","0.2087452576090475","0.2087452576090475","0.21354279741076113","0.21354279741076113","0.21354279741076113"
"19","0.1968214564611922","0.1968214564611922","0.1968214564611922","0.21356524449936648","0.21356524449936648","0.21356524449936648","0.21349926601796773","0.21349926601796773","0.21349926601796773","0.21768996692866882","0.21768996692866882","0.21768996692866882","0.22445454625483915","0.22445454625483915","0.22445454625483915","0.22392144781814619","0.22392144781814619","0.22392144781814619","0.21375440920610692","0.21375440920610692","0.21375440920610692","0.2227861009758563","0.2227861009758563","0.2227861009758563","0.22278687735763555","0.22278687735763555","0.22278687735763555","0.21128869737064793","0.21128869737064793","0.21128869737064793"
"20","0.19828906475161096","0.19828906475161096","0.19828906475161096","0.20549032472443718","0.20549032472443718","0.20549032472443718","0.2032701151146916","0.2032701151146916","0.2032701151146916","0.21611218770098595","0.21611218770098595","0.21611218770098595","0.20222665084070945","0.20222665084070945","0.20222665084070945","0.202968766427606","0.202968766427606","0.202968766427606","0.21522815084753147","0.21522815084753147","0.21522815084753147","0.20678048824735043","0.20678048824735043","0.20678048824735043","0.20584585309696904","0.20584585309696904","0.20584585309696904","0.20594900350605372","0.20594900350605372","0.20594900350605372"
"21","0.19469997545398543","0.19469997545398543","0.19469997545398543","0.21932073864900997","0.21932073864900997","0.21932073864900997","0.21970405908770688","0.21970405908770688","0.21970405908770688","0.19810899709642843","0.19810899709642843","0.19810899709642843","0.20693511230060618","0.20693511230060618","0.20693511230060618","0.20746108599519","0.20746108599519","0.20746108599519","0.21347725576586055","0.21347725576586055","0.21347725576586055","0.21092961651792053","0.21092961651792053","0.21092961651792053","0.21168174138221577","0.21168174138221577","0.21168174138221577","0.21402483525906355","0.21402483525906355","0.21402483525906355"
"22","0.19209629419039337","0.19209629419039337","0.19209629419039337","0.20637389687991892","0.20637389687991892","0.20637389687991892","0.20725491290684533","0.20725491290684533","0.20725491290684533","0.20955732411114883","0.20955732411114883","0.20955732411114883","0.20449139695714108","0.20449139695714108","0.20449139695714108","0.204939691317872","0.204939691317872","0.204939691317872","0.2141806448326368","0.2141806448326368","0.2141806448326368","0.20601655890141393","0.20601655890141393","0.20601655890141393","0.20520048147735706","0.20520048147735706","0.20520048147735706","0.2077399375848472","0.2077399375848472","0.2077399375848472"
"23","0.18858419366337303","0.18858419366337303","0.18858419366337303","0.20356518682447894","0.20356518682447894","0.20356518682447894","0.20196230653389038","0.20196230653389038","0.20196230653389038","0.20604328409491376","0.20604328409491376","0.20604328409491376","0.2123990832500956","0.2123990832500956","0.2123990832500956","0.21241724321739536","0.21241724321739536","0.21241724321739536","0.19607513203491805","0.19607513203491805","0.19607513203491805","0.20099108161774415","0.20099108161774415","0.20099108161774415","0.20061088046094558","0.20061088046094558","0.20061088046094558","0.2091571161068464","0.2091571161068464","0.2091571161068464"
"24","0.18606627410284834","0.18606627410284834","0.18606627410284834","0.20695393819376143","0.20695393819376143","0.20695393819376143","0.20563730058253152","0.20563730058253152","0.20563730058253152","0.2063428203340705","0.2063428203340705","0.2063428203340705","0.2007313506421811","0.2007313506421811","0.2007313506421811","0.20084316139500447","0.20084316139500447","0.20084316139500447","0.20097576238869028","0.20097576238869028","0.20097576238869028","0.20701238903650687","0.20701238903650687","0.20701238903650687","0.20642632044467876","0.20642632044467876","0.20642632044467876","0.2014745940127275","0.2014745940127275","0.2014745940127275"
"25","0.18325958085665836","0.18325958085665836","0.18325958085665836","0.2074392071910885","0.2074392071910885","0.2074392071910885","0.2049891443546321","0.2049891443546321","0.2049891443546321","0.1984047196371808","0.1984047196371808","0.1984047196371808","0.20112292497696085","0.20112292497696085","0.20112292497696085","0.20049697060479235","0.20049697060479235","0.20049697060479235","0.2013352292124182","0.2013352292124182","0.2013352292124182","0.21048996700258313","0.21048996700258313","0.21048996700258313","0.2092656858500008","0.2092656858500008","0.2092656858500008","0.20267815656163765","0.20267815656163765","0.20267815656163765"
"26","0.18364681019945397","0.18364681019945397","0.18364681019945397","0.19044796776609452","0.19044796776609452","0.19044796776609452","0.19073445824835136","0.19073445824835136","0.19073445824835136","0.2009269109187747","0.2009269109187747","0.2009269109187747","0.20678527268957886","0.20678527268957886","0.20678527268957886","0.20713305228411127","0.20713305228411127","0.20713305228411127","0.20219695918574815","0.20219695918574815","0.20219695918574815","0.20080569817307797","0.20080569817307797","0.20080569817307797","0.20112531816672163","0.20112531816672163","0.20112531816672163","0.1987381368370741","0.1987381368370741","0.1987381368370741"
"27","0.1770802993682846","0.1770802993682846","0.1770802993682846","0.1967544900999895","0.1967544900999895","0.1967544900999895","0.1960041828503306","0.1960041828503306","0.1960041828503306","0.1928461565554341","0.1928461565554341","0.1928461565554341","0.1948000601677665","0.1948000601677665","0.1948000601677665","0.1952196431971859","0.1952196431971859","0.1952196431971859","0.1940896308888461","0.1940896308888461","0.1940896308888461","0.19539164767408643","0.19539164767408643","0.19539164767408643","0.1960133202231795","0.1960133202231795","0.1960133202231795","0.19094584259837297","0.19094584259837297","0.19094584259837297"
"28","0.18284100780107138","0.18284100780107138","0.18284100780107138","0.19951231552302154","0.19951231552302154","0.19951231552302154","0.19937748006253525","0.19937748006253525","0.19937748006253525","0.20591899681879022","0.20591899681879022","0.20591899681879022","0.20326203725279401","0.20326203725279401","0.20326203725279401","0.20350601821284714","0.20350601821284714","0.20350601821284714","0.20650047085866446","0.20650047085866446","0.20650047085866446","0.20119803530014768","0.20119803530014768","0.20119803530014768","0.20071062555479754","0.20071062555479754","0.20071062555479754","0.20681425154152264","0.20681425154152264","0.20681425154152264"
"29","0.17577572584095347","0.17577572584095347","0.17577572584095347","0.20890673306123672","0.20890673306123672","0.20890673306123672","0.20944446890494067","0.20944446890494067","0.20944446890494067","0.19922602398477438","0.19922602398477438","0.19922602398477438","0.19500561980246248","0.19500561980246248","0.19500561980246248","0.1942754806346395","0.1942754806346395","0.1942754806346395","0.19428263453923109","0.19428263453923109","0.19428263453923109","0.19891567763211276","0.19891567763211276","0.19891567763211276","0.1980741587645225","0.1980741587645225","0.1980741587645225","0.2003638731699636","0.2003638731699636","0.2003638731699636"